training	-0.000541729254693
support	-0.000514223541858
systems	-0.000505664600283
responsible	-0.000484157360046
program	-0.000458786213596
staff	-0.000422203937131
managed	-0.000399452069473
programs	-0.00039245161985
operations	-0.000367350254795
management	-0.000338305512426
employees	-0.000332032217289
new	-0.000316884473154
including	-0.000311481254546
budget	-0.000303771141819
equipment	-0.00029979576292
maintenance	-0.000288003266795
supervised	-0.000277645280777
personnel	-0.00027230996969
ensure	-0.000268470908591
procedures	-0.00026530205236
provided	-0.000263864100733
control	-0.000261795301316
development	-0.000260282478426
implementation	-0.000258072404583
reports	-0.000257533341058
product	-0.000252539757688
services	-0.000242840781073
repair	-0.000241142212962
developed	-0.000239879192036
manage	-0.000235962897947
included	-0.000235478366796
projects	-0.000226815936034
quality	-0.000221848117033
related	-0.000218634965322
production	-0.000217391681636
technical	-0.000214226260938
claims	-0.00021394828939
network	-0.000212669229903
annual	-0.000209865809481
provide	-0.00020865002238
review	-0.000201664639486
monthly	-0.000199829198425
maintained	-0.0001984135419
include	-0.000198142289214
performance	-0.000196917454732
clients	-0.000195599404755
reporting	-0.000189034232572
compliance	-0.000186581018241
coordinated	-0.000184672856384
internal	-0.000183930782742
issues	-0.000181232665775
policies	-0.000178846076434
special	-0.000177001836064
delivery	-0.000175030198038
plan	-0.000174917042942
planning	-0.000172338295767
department	-0.00017124480126
payroll	-0.000170684572977
facility	-0.000169872912463
construction	-0.000167619178839
million	-0.000167033822016
corporate	-0.000165328804155
direct	-0.000163491370105
monitoring	-0.000163097911271
regulations	-0.000162373879717
accounts	-0.000161541418355
needs	-0.00016042124819
employee	-0.00015530037196
supervise	-0.000154886403069
coordinate	-0.00015412987207
requirements	-0.000153715269282
oversee	-0.000153356986351
scheduling	-0.000151771220914
goals	-0.000151180115898
supervisor	-0.000149959869054
team	-0.00014942540904
company	-0.000149408059886
installed	-0.000149177346967
level	-0.000147404304106
inventory	-0.000146917940201
develop	-0.000144900313673
documentation	-0.000144495799558
applications	-0.000142996608895
duties	-0.000142391998077
administration	-0.000140928636932
vendor	-0.00014014652591
business	-0.000139163137123
required	-0.00013897773739
operational	-0.000138774900423
contracts	-0.000138496845333
implemented	-0.000138442468745
directed	-0.000137423856746
developing	-0.000136283926077
hiring	-0.000134972770093
