restaurant	0.00030659984590203793
ms	0.00032600325405114476
charts	0.0003280030517077803
place	0.0003699912233377754
chemical	0.00038769512145638615
need	0.000411001806873998
children	0.00044769509213270914
books	0.00045592541432931764
task	0.0004564892070971034
future	0.0004648621218550225
way	0.0004708314477300528
test	0.0004889904053520782
assisting	0.0004914280620347457
better	0.0005084518982721494
did	0.0005630264266581267
st	0.0005866478803291239
analyzing	0.0006337196032039703
com	0.0006380646230263647
communicated	0.0006517342155848921
old	0.0006544017240070993
collaborated	0.000663547648155554
short	0.0006717286722927578
hours	0.0006769019372094651
word	0.000703258962233588
tests	0.0007254908275825421
days	0.000727320986923546
residents	0.0007371438204343186
computers	0.0007599227851179556
models	0.0007780229559935792
able	0.000790340512513618
good	0.0008317228325356446
english	0.0008455901658451894
ability	0.0008822054104801642
tasks	0.0008887448477180593
associate	0.0008930161884706644
engineers	0.0009017357169670923
efficiently	0.0009595009136103131
worker	0.0009628216563077226
communication	0.0009690380374855739
history	0.0009755984045955231
months	0.000979236687241561
tested	0.0010260790549697241
kitchen	0.0010277084583282846
date	0.001077628090944101
shelves	0.0011272831749540337
friendly	0.0011610534624803854
understand	0.0011616109308677743
demonstrated	0.0012075449931179243
greet	0.0012098900486005727
signs	0.001279804439254776
volunteer	0.0012827103319706097
stocking	0.0013592401431770278
stocked	0.0013613684658545042
model	0.001410014628777342
currently	0.0014215028591897712
art	0.0014857889733577616
taking	0.0015040810904696136
sure	0.0015085287977769394
organizing	0.0015399975475536825
social	0.0015467619181606107
week	0.0016775517360881004
assisted	0.0017212407487823683
floors	0.001768638330984848
great	0.001797162804419672
food	0.0018399030757833106
analyzed	0.0018576458478282267
media	0.0018619967764786343
tables	0.0018807270539187063
basic	0.0019301973822702405
technician	0.001979563018661033
blood	0.002097752235877076
microsoft	0.0021264530297099788
assistant	0.0021960166283288615
organized	0.0022428976474289757
register	0.0022570753754431105
different	0.0022789125063227243
help	0.0024376704459358155
took	0.0024474976782281194
ca	0.002461370583187114
people	0.0025002537313954807
june	0.0025795656143118716
learn	0.0026360772850887405
working	0.0026787887930664594
fast	0.0027083202386992545
used	0.00297131727851474
helping	0.003123640540713563
excel	0.0031249450467623636
august	0.0032761306167277144
cleaning	0.003383721401649069
experience	0.0035056092883836536
cashier	0.0035356005431030147
patient	0.0037110635683843367
cleaned	0.004668682369868808
summer	0.005185336235274349
worked	0.0057873999054987475
learned	0.005875586244732587
helped	0.0063766111790492
patients	0.006606537122600925
clean	0.00832738190732854
